Date	Team	Opponent	Game	Result	Score	ATS	Spread	OU	Total	
15-Nov-23	Ohio	vs Central Michigan	REG	W	34-20	W	-11	O	49.5	
24-Nov-23	Ohio	@ Akron	REG	W	25-14	L	-16	U	41.5	
16-Dec-23	Ohio	vs Georgia Southern	PST	W	41-21	W	1.5	O	48	
31-Aug-24	Ohio State	vs Akron	REG	W	52-6	L	-48.5	O	56	
7-Sep-24	Ohio State	vs Western Michigan	REG	W	56-0	W	-37	O	54.5	
21-Sep-24	Ohio State	vs Marshall	REG	W	49-14	L	-39.5	O	57	
28-Sep-24	Ohio State	@ Michigan State	REG	W	38-7	W	-23.5	U	48.5	
5-Oct-24	Ohio State	vs Iowa	REG	W	35-7	W	-17.5	U	45.5	
12-Oct-24	Ohio State	@ Oregon	REG	L	32-31	L	-3.5	O	54.5	
26-Oct-24	Ohio State	vs Nebraska	REG	W	21-17	L	-25	U	48.5	
2-Nov-24	Ohio State	@ Penn State	REG	W	20-13	W	-3	U	47.5	
9-Nov-24	Ohio State	vs Purdue	REG	W	45-0	W	-37.5	U	55.5	
16-Nov-24	Ohio State	@ Northwestern	REG	W	31-7	L	-28	U	43.5	
23-Nov-24	Ohio State	vs Indiana	REG	W	38-15	W	-10.5	O	52.5	
30-Nov-24	Ohio State	vs Michigan	REG	L	13-10	L	-19.5	U	41.5	
21-Dec-24	Ohio State	vs Tennessee	PST	W	42-17	W	-7.5	O	47	
1-Jan-25	Ohio State	@ Oregon	PST	W	41-21	W	-2.5	O	55.5	
10-Jan-25	Ohio State	@ Texas	PST	W	28-14	W	-6	U	51.5	
20-Jan-25	Ohio State	@ Notre Dame	PST	W	34-23	W	-8.5	O	46	
2-Sep-23	Ohio State	@ Indiana	REG	W	23-3	L	-30	U	59.5	
9-Sep-23	Ohio State	vs Youngstown State	REG	W	35-7	L	-45	U	57	
16-Sep-23	Ohio State	vs Western Kentucky	REG	W	63-10	W	-29.5	O	65	
23-Sep-23	Ohio State	@ Notre Dame	REG	W	17-14	P	-3	U	55.5	
7-Oct-23	Ohio State	vs Maryland	REG	W	37-17	W	-17	U	56.5	
14-Oct-23	Ohio State	@ Purdue	REG	W	41-7	W	-17	U	53	
21-Oct-23	Ohio State	vs Penn State	REG	W	20-12	W	-4	U	46.5	
28-Oct-23	Ohio State	@ Wisconsin	REG	W	24-10	L	-14.5	U	48	
4-Nov-23	Ohio State	@ Rutgers	REG	W	35-16	P	-19	O	44	
11-Nov-23	Ohio State	vs Michigan State	REG	W	38-3	W	-32.5	U	48.5	
18-Nov-23	Ohio State	vs Minnesota	REG	W	37-3	W	-27.5	U	51.5	
25-Nov-23	Ohio State	@ Michigan	REG	L	30-24	L	3	O	46	
29-Dec-23	Ohio State	vs Missouri	PST	L	14-3	L	-4	U	51	
30-Aug-24	Oklahoma	vs Temple	REG	W	51-3	W	-42.5	U	57.5	
7-Sep-24	Oklahoma	vs Houston	REG	W	16-12	L	-27.5	U	49.5	
14-Sep-24	Oklahoma	vs Tulane	REG	W	34-19	W	-12.5	O	48.5	
21-Sep-24	Oklahoma	vs Tennessee	REG	L	25-15	L	5.5	U	57	
28-Sep-24	Oklahoma	@ Auburn	REG	W	27-21	W	1	O	43.5	
12-Oct-24	Oklahoma	vs Texas	REG	L	34-3	L	17	U	49	
19-Oct-24	Oklahoma	vs South Carolina	REG	L	35-9	L	1	O	40.5	
26-Oct-24	Oklahoma	@ Mississippi	REG	L	26-14	W	19	U	50	
2-Nov-24	Oklahoma	vs Maine	REG	W	59-14	W	-37.5	O	48.5	
9-Nov-24	Oklahoma	@ Missouri	REG	L	30-23	L	-3	O	42.5	
23-Nov-24	Oklahoma	vs Alabama	REG	W	24-3	W	14	U	46.5	
30-Nov-24	Oklahoma	@ Louisiana State	REG	L	37-17	L	6	O	48	
27-Dec-24	Oklahoma	@ Navy	PST	L	21-20	L	-1	U	44	
2-Sep-23	Oklahoma	vs Arkansas State	REG	W	73-0	W	-36.5	O	57.5	
9-Sep-23	Oklahoma	vs Southern Methodist	REG	W	28-11	W	-16.5	U	69	
16-Sep-23	Oklahoma	@ Tulsa	REG	W	66-17	W	-28	O	58.5	
23-Sep-23	Oklahoma	@ Cincinnati	REG	W	20-6	W	-13	U	57.5	
30-Sep-23	Oklahoma	vs Iowa State	REG	W	50-20	W	-19.5	O	48.5	
7-Oct-23	Oklahoma	@ Texas	REG	W	34-30	W	4	O	61.5	
21-Oct-23	Oklahoma	vs Central Florida	REG	W	31-29	L	-17	U	68	
28-Oct-23	Oklahoma	@ Kansas	REG	L	38-33	L	-7.5	O	66.5	
4-Nov-23	Oklahoma	@ Oklahoma State	REG	L	27-24	L	-6	U	62.5	
11-Nov-23	Oklahoma	vs West Virginia	REG	W	59-20	W	-13	O	60	
18-Nov-23	Oklahoma	@ Brigham Young	REG	W	31-24	L	-24.5	U	58.5	
24-Nov-23	Oklahoma	vs Texas Christian	REG	W	69-45	W	-10.5	O	65	
28-Dec-23	Oklahoma	vs Arizona	PST	L	38-24	L	2.5	O	60	
31-Aug-24	Oklahoma State	vs South Dakota State	REG	W	44-20	W	-13	O	54.5	
7-Sep-24	Oklahoma State	vs Arkansas	REG	W	39-31	L	-10	O	61.5	
14-Sep-24	Oklahoma State	@ Tulsa	REG	W	45-10	W	-17.5	U	63.5	
21-Sep-24	Oklahoma State	vs Utah	REG	L	22-19	L	-1	U	53.5	
28-Sep-24	Oklahoma State	@ Kansas State	REG	L	42-20	L	6	O	58	
5-Oct-24	Oklahoma State	vs West Virginia	REG	L	38-14	L	-3	U	64.5	
18-Oct-24	Oklahoma State	@ Brigham Young	REG	L	38-35	W	8.5	O	53.5	
26-Oct-24	Oklahoma State	@ Baylor	REG	L	38-28	L	7	O	64.5	
2-Nov-24	Oklahoma State	vs Arizona State	REG	L	42-21	L	5	O	57.5	
9-Nov-24	Oklahoma State	@ Texas Christian	REG	L	38-13	L	10.5	U	68.5	
23-Nov-24	Oklahoma State	vs Texas Tech	REG	L	56-48	L	4.5	O	64	
29-Nov-24	Oklahoma State	@ Colorado	REG	L	52-0	L	14.5	U	66.5	
2-Sep-23	Oklahoma State	vs Central Arkansas	REG	W	27-13	L	-26.5	U	59.5	
9-Sep-23	Oklahoma State	@ Arizona State	REG	W	27-15	W	-2.5	U	53.5	
16-Sep-23	Oklahoma State	vs South Alabama	REG	L	33-7	L	-7	U	49	
23-Sep-23	Oklahoma State	@ Iowa State	REG	L	34-27	L	3.5	O	36	
6-Oct-23	Oklahoma State	vs Kansas State	REG	W	29-21	W	11.5	U	54	
14-Oct-23	Oklahoma State	vs Kansas	REG	W	39-32	W	3	O	54	
21-Oct-23	Oklahoma State	@ West Virginia	REG	W	48-34	W	3	O	49	
28-Oct-23	Oklahoma State	vs Cincinnati	REG	W	45-13	W	-7.5	O	53	
4-Nov-23	Oklahoma State	vs Oklahoma	REG	W	27-24	W	6	U	62.5	
11-Nov-23	Oklahoma State	@ Central Florida	REG	L	45-3	L	-1.5	U	64	
18-Nov-23	Oklahoma State	@ Houston	REG	W	43-30	W	-6.5	O	57.5	
25-Nov-23	Oklahoma State	vs Brigham Young	REG	W	40-34	L	-16.5	O	56	
2-Dec-23	Oklahoma State	@ Texas	REG	L	49-21	L	14.5	O	57.5	
27-Dec-23	Oklahoma State	vs Texas A&M	PST	W	31-23	W	-4	U	56	
31-Aug-24	Old Dominion	@ South Carolina	REG	L	23-19	W	20.5	U	49.5	
7-Sep-24	Old Dominion	vs East Carolina	REG	L	20-14	L	-1.5	U	54	
14-Sep-24	Old Dominion	vs Virginia Tech	REG	L	37-17	L	16	O	47.5	
28-Sep-24	Old Dominion	@ Bowling Green	REG	W	30-27	W	10.5	O	51.5	
5-Oct-24	Old Dominion	@ Coastal Carolina	REG	L	45-37	L	4.5	O	51.5	
12-Oct-24	Old Dominion	@ Georgia State	REG	W	21-14	W	3	U	53.5	
19-Oct-24	Old Dominion	vs Texas State	REG	W	24-14	W	10.5	U	60.5	
24-Oct-24	Old Dominion	vs Georgia Southern	REG	W	47-19	W	1	O	52	
2-Nov-24	Old Dominion	@ Appalachian State	REG	L	28-20	L	-3	U	58	
16-Nov-24	Old Dominion	vs James Madison	REG	L	35-32	L	1	O	51	
23-Nov-24	Old Dominion	vs Marshall	REG	L	42-35	L	-3	O	51.5	
30-Nov-24	Old Dominion	@ Arkansas State	REG	W	40-32	W	-5.5	O	58.5	
2-Sep-23	Old Dominion	@ Virginia Tech	REG	L	36-17	L	16.5	O	48	
9-Sep-23	Old Dominion	vs Louisiana-Lafayette	REG	W	38-31	W	6.5	O	51.5	
16-Sep-23	Old Dominion	vs Wake Forest	REG	L	27-24	W	13.5	U	61	
23-Sep-23	Old Dominion	vs Texas A&M-Commerce	REG	W	10-9	L	-26.5	U	48.5	
30-Sep-23	Old Dominion	@ Marshall	REG	L	41-35	W	14.5	O	47	
7-Oct-23	Old Dominion	@ Southern Miss	REG	W	17-13	W	3	U	56.5	
21-Oct-23	Old Dominion	vs Appalachian State	REG	W	28-21	W	6	U	56	
28-Oct-23	Old Dominion	@ James Madison	REG	L	30-27	W	19.5	O	48	
4-Nov-23	Old Dominion	vs Coastal Carolina	REG	L	28-24	L	-1	O	51.5	
11-Nov-23	Old Dominion	@ Liberty	REG	L	38-10	L	14	U	60	
18-Nov-23	Old Dominion	@ Georgia Southern	REG	W	20-17	W	5.5	U	62.5	
25-Nov-23	Old Dominion	vs Georgia State	REG	W	25-24	L	-1.5	U	50.5	
18-Dec-23	Old Dominion	vs Western Kentucky	PST	L	38-35	L	-4.5	O	49.5	
31-Aug-24	Ole Miss	vs Furman	REG	W	76-0	W	-46.5	O	60.5	
7-Sep-24	Ole Miss	vs Middle Tennessee	REG	W	52-3	W	-42	U	62	
14-Sep-24	Ole Miss	@ Wake Forest	REG	W	40-6	W	-21	U	66	
21-Sep-24	Ole Miss	vs Georgia Southern	REG	W	52-13	W	-35.5	U	68.5	
28-Sep-24	Ole Miss	vs Kentucky	REG	L	20-17	L	-15.5	U	51.5	
5-Oct-24	Ole Miss	@ South Carolina	REG	W	27-3	W	-10	U	53.5	
12-Oct-24	Ole Miss	@ Louisiana State	REG	L	29-26	L	-4	U	64	
26-Oct-24	Ole Miss	vs Oklahoma	REG	W	26-14	L	-19	U	50	
2-Nov-24	Ole Miss	@ Arkansas	REG	W	63-31	W	-7.5	O	54	
9-Nov-24	Ole Miss	vs Georgia	REG	W	28-10	W	2	U	55.5	
23-Nov-24	Ole Miss	@ Florida	REG	L	24-17	L	-13.5	U	57.5	
29-Nov-24	Ole Miss	vs Mississippi State	REG	W	26-14	L	-26	U	63	
2-Jan-25	Ole Miss	vs Duke	PST	W	52-20	W	-18	O	51	
2-Sep-23	Ole Miss	vs Mercer	REG	W	73-7	W	-34	O	58.5	
9-Sep-23	Ole Miss	@ Tulane	REG	W	37-20	W	-13	U	60.5	
16-Sep-23	Ole Miss	vs Georgia Tech	REG	W	48-23	W	-17	O	61.5	
23-Sep-23	Ole Miss	@ Alabama	REG	L	24-10	L	7	U	56	
30-Sep-23	Ole Miss	vs Louisiana State	REG	W	55-49	W	2.5	O	66.5	
7-Oct-23	Ole Miss	vs Arkansas	REG	W	27-20	L	-13	U	61.5	
21-Oct-23	Ole Miss	@ Auburn	REG	W	28-21	W	-6.5	U	55.5	
28-Oct-23	Ole Miss	vs Vanderbilt	REG	W	33-7	W	-24.5	U	63	
4-Nov-23	Ole Miss	vs Texas A&M	REG	W	38-35	P	-3	O	51.5	
11-Nov-23	Ole Miss	@ Georgia	REG	L	52-17	L	11.5	O	58.5	
18-Nov-23	Ole Miss	vs Louisiana-Monroe	REG	W	35-3	L	-36.5	U	61	
23-Nov-23	Ole Miss	@ Mississippi State	REG	W	17-7	P	-10	U	54.5	
30-Dec-23	Ole Miss	@ Penn State	PST	W	38-25	W	5.5	O	53	
31-Aug-24	Oregon	vs Idaho	REG	W	24-14	L	-49.5	U	60.5	
7-Sep-24	Oregon	vs Boise State	REG	W	37-34	L	-17.5	O	61.5	
14-Sep-24	Oregon	@ Oregon State	REG	W	49-14	W	-18.5	O	50	
28-Sep-24	Oregon	@ California-Los Angeles	REG	W	34-13	L	-24	U	54.5	
4-Oct-24	Oregon	vs Michigan State	REG	W	31-10	L	-22.5	U	52.5	
12-Oct-24	Oregon	vs Ohio State	REG	W	32-31	W	3.5	O	54.5	
18-Oct-24	Oregon	@ Purdue	REG	W	35-0	W	-30	U	61	
26-Oct-24	Oregon	vs Illinois	REG	W	38-9	W	-22	U	54.5	
2-Nov-24	Oregon	@ Michigan	REG	W	38-17	W	-14.5	O	45	
9-Nov-24	Oregon	vs Maryland	REG	W	39-18	L	-24	U	57.5	
16-Nov-24	Oregon	@ Wisconsin	REG	W	16-13	L	-13.5	U	49.5	
30-Nov-24	Oregon	vs Washington	REG	W	49-21	W	-17.5	O	50.5	
7-Dec-24	Oregon	vs Penn State	REG	W	45-37	W	-3	O	52	
1-Jan-25	Oregon	vs Ohio State	PST	L	41-21	L	2.5	O	55.5	
2-Sep-23	Oregon	vs Portland State	REG	W	81-7	W	-48	O	64.5	
9-Sep-23	Oregon	@ Texas Tech	REG	W	38-30	W	-4.5	U	69	
16-Sep-23	Oregon	vs Hawaii	REG	W	55-10	W	-38	U	68.5	
23-Sep-23	Oregon	vs Colorado	REG	W	42-6	W	-21.5	U	71	
30-Sep-23	Oregon	@ Stanford	REG	W	42-6	W	-27	U	59	
14-Oct-23	Oregon	@ Washington	REG	L	36-33	P	3	O	67.5	
21-Oct-23	Oregon	vs Washington State	REG	W	38-24	L	-19.5	O	60.5	
28-Oct-23	Oregon	@ Utah	REG	W	35-6	W	-6.5	U	47.5	
4-Nov-23	Oregon	vs California	REG	W	63-19	W	-26.5	O	61.5	
11-Nov-23	Oregon	vs Southern California	REG	W	36-27	L	-16.5	U	78	
18-Nov-23	Oregon	@ Arizona State	REG	W	49-13	W	-24.5	O	53.5	
24-Nov-23	Oregon	vs Oregon State	REG	W	31-7	W	-14	U	61.5	
1-Dec-23	Oregon	@ Washington	REG	L	34-31	L	-10	U	65.5	
1-Jan-24	Oregon	vs Liberty	PST	W	45-6	W	-18.5	U	71	
31-Aug-24	Oregon State	vs Idaho State	REG	W	38-15	L	-29	U	57.5	
7-Sep-24	Oregon State	@ San Diego State	REG	W	21-0	W	-5.5	U	53.5	
14-Sep-24	Oregon State	vs Oregon	REG	L	49-14	L	18.5	O	50	
21-Sep-24	Oregon State	vs Purdue	REG	W	38-21	W	-1	O	50.5	
5-Oct-24	Oregon State	vs Colorado State	REG	W	39-31	L	-10.5	O	47.5	
12-Oct-24	Oregon State	@ Nevada	REG	L	42-37	L	-3	O	46.5	
19-Oct-24	Oregon State	vs Nevada-Las Vegas	REG	L	33-25	L	6.5	U	61	
26-Oct-24	Oregon State	@ California	REG	L	44-7	L	13	P	51	
9-Nov-24	Oregon State	vs San Jose State	REG	L	24-13	L	-3	U	58.5	
16-Nov-24	Oregon State	@ Air Force	REG	L	28-0	L	-3	U	44.5	
23-Nov-24	Oregon State	vs Washington State	REG	W	41-38	W	11	O	56.5	
29-Nov-24	Oregon State	@ Boise State	REG	L	34-18	W	17.5	U	58	
3-Sep-23	Oregon State	@ San Jose State	REG	W	42-17	W	-14	O	56.5	
9-Sep-23	Oregon State	vs UC Davis	REG	W	55-7	W	-23.5	O	57	
16-Sep-23	Oregon State	vs San Diego State	REG	W	26-9	L	-24.5	U	48.5	
23-Sep-23	Oregon State	@ Washington State	REG	L	38-35	L	-3	O	57.5	
29-Sep-23	Oregon State	vs Utah	REG	W	21-7	W	-4	U	43	
7-Oct-23	Oregon State	@ California	REG	W	52-40	W	-7.5	O	51	
14-Oct-23	Oregon State	vs California-Los Angeles	REG	W	36-24	W	-3.5	O	53.5	
28-Oct-23	Oregon State	@ Arizona	REG	L	27-24	L	-3	U	57.5	
4-Nov-23	Oregon State	@ Colorado	REG	W	26-19	L	-13	U	60	
11-Nov-23	Oregon State	vs Stanford	REG	W	62-17	W	-21.5	O	51.5	
18-Nov-23	Oregon State	vs Washington	REG	L	22-20	L	-1.5	U	62.5	
24-Nov-23	Oregon State	@ Oregon	REG	L	31-7	L	14	U	61.5	
29-Dec-23	Oregon State	@ Notre Dame	PST	L	40-8	L	5.5	O	40.5	
31-Aug-24	Penn State	@ West Virginia	REG	W	34-12	W	-7.5	U	49.5	
7-Sep-24	Penn State	vs Bowling Green	REG	W	34-27	L	-34	O	51	
21-Sep-24	Penn State	vs Kent State	REG	W	56-0	W	-48.5	U	57.5	
28-Sep-24	Penn State	vs Illinois	REG	W	21-7	L	-19.5	U	48.5	
5-Oct-24	Penn State	vs California-Los Angeles	REG	W	27-11	L	-29.5	U	47.5	
12-Oct-24	Penn State	@ Southern California	REG	W	33-30	L	-3.5	O	51.5	
26-Oct-24	Penn State	@ Wisconsin	REG	W	28-13	W	-6.5	U	47.5	
2-Nov-24	Penn State	vs Ohio State	REG	L	20-13	L	3	U	47.5	
9-Nov-24	Penn State	vs Washington	REG	W	35-6	W	-13.5	U	47.5	
16-Nov-24	Penn State	@ Purdue	REG	W	49-10	W	-30	O	51.5	
23-Nov-24	Penn State	@ Minnesota	REG	W	26-25	L	-11.5	O	45	
30-Nov-24	Penn State	vs Maryland	REG	W	44-7	W	-26.5	O	50.5	
7-Dec-24	Penn State	@ Oregon	REG	L	45-37	L	3	O	52	
21-Dec-24	Penn State	vs Southern Methodist	PST	W	38-10	W	-9	U	52	
31-Dec-24	Penn State	@ Boise State	PST	W	31-14	W	-11.5	U	55	
9-Jan-25	Penn State	vs Notre Dame	PST	L	27-24	L	-1	O	45.5	
2-Sep-23	Penn State	vs West Virginia	REG	W	38-15	W	-21	O	48.5	
9-Sep-23	Penn State	vs Delaware	REG	W	63-7	W	-42	O	56	
16-Sep-23	Penn State	@ Illinois	REG	W	30-13	W	-14	U	47.5	
23-Sep-23	Penn State	vs Iowa	REG	W	31-0	W	-14	U	38	
30-Sep-23	Penn State	@ Northwestern	REG	W	41-13	W	-26.5	O	47.5	
14-Oct-23	Penn State	vs Massachusetts	REG	W	63-0	W	-42	O	55	
21-Oct-23	Penn State	@ Ohio State	REG	L	20-12	L	4	U	46.5	
28-Oct-23	Penn State	vs Indiana	REG	W	33-24	L	-31	O	45	
4-Nov-23	Penn State	@ Maryland	REG	W	51-15	W	-7.5	O	49.5	
11-Nov-23	Penn State	vs Michigan	REG	L	24-15	L	4.5	U	44.5	
18-Nov-23	Penn State	vs Rutgers	REG	W	27-6	W	-19.5	U	40	
24-Nov-23	Penn State	@ Michigan State	REG	W	42-0	W	-22.5	U	43	
30-Dec-23	Penn State	vs Mississippi	PST	L	38-25	L	-5.5	O	53	
31-Aug-24	Pittsburgh	vs Kent State	REG	W	55-24	W	-24	O	55.5	
7-Sep-24	Pittsburgh	@ Cincinnati	REG	W	28-27	W	1.5	U	63.5	
14-Sep-24	Pittsburgh	vs West Virginia	REG	W	38-34	W	1.5	O	62	
21-Sep-24	Pittsburgh	vs Youngstown State	REG	W	73-17	W	-26.5	O	60	
5-Oct-24	Pittsburgh	@ North Carolina	REG	W	34-24	W	-2.5	U	63.5	
12-Oct-24	Pittsburgh	vs California	REG	W	17-15	L	-3.5	U	57.5	
24-Oct-24	Pittsburgh	vs Syracuse	REG	W	41-13	W	-4.5	U	62.5	
2-Nov-24	Pittsburgh	@ Southern Methodist	REG	L	48-25	L	7	O	55.5	
9-Nov-24	Pittsburgh	vs Virginia	REG	L	24-19	L	-7	U	57.5	
16-Nov-24	Pittsburgh	vs Clemson	REG	L	24-20	W	12.5	U	51.5	
23-Nov-24	Pittsburgh	@ Louisville	REG	L	37-9	L	7	U	57.5	
30-Nov-24	Pittsburgh	@ Boston College	REG	L	34-23	L	3.5	O	50.5	
26-Dec-24	Pittsburgh	@ Toledo	PST	L	48-46	L	-6.5	O	48.5	
2-Sep-23	Pittsburgh	vs Wofford	REG	W	45-7	W	-37.5	O	48.5	
9-Sep-23	Pittsburgh	vs Cincinnati	REG	L	27-21	L	-6.5	O	44.5	
16-Sep-23	Pittsburgh	@ West Virginia	REG	L	17-6	L	2.5	U	48	
23-Sep-23	Pittsburgh	vs North Carolina	REG	L	41-24	L	7	O	49.5	
30-Sep-23	Pittsburgh	@ Virginia Tech	REG	L	38-21	L	-3	O	40.5	
14-Oct-23	Pittsburgh	vs Louisville	REG	W	38-21	W	7	O	44.5	
21-Oct-23	Pittsburgh	@ Wake Forest	REG	L	21-17	L	-2.5	U	45	
28-Oct-23	Pittsburgh	@ Notre Dame	REG	L	58-7	L	21	O	45.5	
4-Nov-23	Pittsburgh	vs Florida State	REG	L	24-7	W	20.5	U	49.5	
11-Nov-23	Pittsburgh	@ Syracuse	REG	L	28-13	L	-3.5	O	38	
16-Nov-23	Pittsburgh	vs Boston College	REG	W	24-16	W	-2.5	U	46.5	
25-Nov-23	Pittsburgh	@ Duke	REG	L	30-19	L	4.5	O	41.5	
31-Aug-24	Purdue	vs Indiana State	REG	W	49-0	W	-35.5	U	51.5	
14-Sep-24	Purdue	vs Notre Dame	REG	L	66-7	L	7.5	O	47	
21-Sep-24	Purdue	@ Oregon State	REG	L	38-21	L	1	O	50.5	
28-Sep-24	Purdue	vs Nebraska	REG	L	28-10	L	10	U	47	
5-Oct-24	Purdue	@ Wisconsin	REG	L	52-6	L	12.5	O	44.5	
12-Oct-24	Purdue	@ Illinois	REG	L	50-49	W	22.5	O	47.5	
18-Oct-24	Purdue	vs Oregon	REG	L	35-0	L	30	U	61	
2-Nov-24	Purdue	vs Northwestern	REG	L	26-20	L	-2.5	O	44.5	
9-Nov-24	Purdue	@ Ohio State	REG	L	45-0	L	37.5	U	55.5	
16-Nov-24	Purdue	vs Penn State	REG	L	49-10	L	30	O	51.5	
22-Nov-24	Purdue	@ Michigan State	REG	L	24-17	W	14	U	48.5	
30-Nov-24	Purdue	@ Indiana	REG	L	66-0	L	29	O	56.5	
2-Sep-23	Purdue	vs Fresno State	REG	L	39-35	L	-4	O	47	
9-Sep-23	Purdue	@ Virginia Tech	REG	W	24-17	W	1	U	49	
16-Sep-23	Purdue	vs Syracuse	REG	L	35-20	L	1	U	56.5	
22-Sep-23	Purdue	vs Wisconsin	REG	L	38-17	L	6	O	54	
30-Sep-23	Purdue	vs Illinois	REG	W	44-19	W	1	O	53.5	
7-Oct-23	Purdue	@ Iowa	REG	L	20-14	L	2.5	U	38.5	
14-Oct-23	Purdue	vs Ohio State	REG	L	41-7	L	17	U	53	
28-Oct-23	Purdue	@ Nebraska	REG	L	31-14	L	-1.5	O	39.5	
4-Nov-23	Purdue	@ Michigan	REG	L	41-13	W	31	O	53.5	
11-Nov-23	Purdue	vs Minnesota	REG	W	49-30	W	2	O	48	
18-Nov-23	Purdue	@ Northwestern	REG	L	23-15	L	2.5	U	47.5	
25-Nov-23	Purdue	vs Indiana	REG	W	35-31	L	-6.5	O	55.5	
31-Aug-24	Rice	vs Sam Houston State	REG	L	34-14	L	-9.5	U	49.5	
7-Sep-24	Rice	vs Texas Southern	REG	W	69-7	W	-29.5	O	52.5	
14-Sep-24	Rice	@ Houston	REG	L	33-7	L	4.5	U	45	
21-Sep-24	Rice	@ Army	REG	L	37-14	L	7.5	O	43.5	
28-Sep-24	Rice	vs Charlotte	REG	L	21-20	L	-4.5	U	47.5	
12-Oct-24	Rice	vs Texas-San Antonio	REG	W	29-27	W	3.5	O	51	
19-Oct-24	Rice	@ Tulane	REG	L	24-10	W	22.5	U	54.5	
26-Oct-24	Rice	@ Connecticut	REG	L	17-10	L	6.5	U	46.5	
2-Nov-24	Rice	vs Navy	REG	W	24-10	W	12.5	U	49.5	
8-Nov-24	Rice	@ Memphis	REG	L	27-20	P	7	U	50.5	
23-Nov-24	Rice	@ Alabama-Birmingham	REG	L	40-14	L	-7	O	52	
30-Nov-24	Rice	vs South Florida	REG	W	35-28	W	5.5	O	54	
2-Sep-23	Rice	@ Texas	REG	L	37-10	W	35.5	U	59	
9-Sep-23	Rice	vs Houston	REG	W	43-41	W	7	O	51	
16-Sep-23	Rice	vs Texas Southern	REG	W	59-7	W	-35.5	O	60	
23-Sep-23	Rice	@ South Florida	REG	L	42-29	L	-3	O	57.5	
30-Sep-23	Rice	vs East Carolina	REG	W	24-17	W	-3.5	U	46.5	
7-Oct-23	Rice	vs Connecticut	REG	L	38-31	L	-10	O	47.5	
19-Oct-23	Rice	@ Tulsa	REG	W	42-10	W	3.5	U	56.5	
28-Oct-23	Rice	vs Tulane	REG	L	30-28	W	10	O	55	
4-Nov-23	Rice	vs Southern Methodist	REG	L	36-31	W	13	O	59	
11-Nov-23	Rice	@ Texas-San Antonio	REG	L	34-14	L	13.5	U	55	
18-Nov-23	Rice	@ Charlotte	REG	W	28-7	W	-1	U	46.5	
25-Nov-23	Rice	vs Florida Atlantic	REG	W	24-21	P	-3	U	47	
26-Dec-23	Rice	vs Texas State	PST	L	45-21	L	3.5	O	58.5	
29-Aug-24	Rutgers	vs Howard	REG	W	44-7	L	-38.5	U	51.5	
7-Sep-24	Rutgers	vs Akron	REG	W	49-17	W	-24.5	O	41.5	
21-Sep-24	Rutgers	@ Virginia Tech	REG	W	26-23	W	3	O	45	
27-Sep-24	Rutgers	vs Washington	REG	W	21-18	W	-1	U	45.5	
5-Oct-24	Rutgers	@ Nebraska	REG	L	14-7	P	7	U	39.5	
12-Oct-24	Rutgers	vs Wisconsin	REG	L	42-7	L	-1.5	O	44	
19-Oct-24	Rutgers	vs California-Los Angeles	REG	L	35-32	L	-4.5	O	42	
25-Oct-24	Rutgers	@ Southern California	REG	L	42-20	L	14	O	57	
9-Nov-24	Rutgers	vs Minnesota	REG	W	26-19	W	6.5	O	44.5	
16-Nov-24	Rutgers	@ Maryland	REG	W	31-17	W	4	U	54.5	
23-Nov-24	Rutgers	vs Illinois	REG	L	38-31	L	-2.5	O	48	
30-Nov-24	Rutgers	@ Michigan State	REG	W	41-14	W	1.5	O	46.5	
26-Dec-24	Rutgers	@ Kansas State	PST	L	44-41	W	7.5	O	52	
3-Sep-23	Rutgers	vs Northwestern	REG	W	24-7	W	-5	U	38.5	
9-Sep-23	Rutgers	vs Temple	REG	W	36-7	W	-7.5	U	43.5	
16-Sep-23	Rutgers	vs Virginia Tech	REG	W	35-16	W	-6.5	O	37.5	
23-Sep-23	Rutgers	@ Michigan	REG	L	31-7	P	24	U	44.5	
30-Sep-23	Rutgers	vs Wagner	REG	W	52-3	W	-46.5	O	52.5	
7-Oct-23	Rutgers	@ Wisconsin	REG	L	24-13	W	12.5	U	44	
14-Oct-23	Rutgers	vs Michigan State	REG	W	27-24	L	-4	O	38.5	
21-Oct-23	Rutgers	@ Indiana	REG	W	31-14	W	-6	O	39.5	
4-Nov-23	Rutgers	vs Ohio State	REG	L	35-16	P	19	O	44	
11-Nov-23	Rutgers	@ Iowa	REG	L	22-0	L	1.5	U	27.5	
18-Nov-23	Rutgers	@ Penn State	REG	L	27-6	L	19.5	U	40	
25-Nov-23	Rutgers	vs Maryland	REG	L	42-24	L	2	O	45.5	
28-Dec-23	Rutgers	@ Miami-FL	PST	W	31-24	W	-2.5	O	41.5	
31-Aug-24	Sam Houston	@ Rice	REG	W	34-14	W	9.5	U	49.5	
7-Sep-24	Sam Houston	@ Central Florida	REG	L	45-14	L	21.5	O	54	
14-Sep-24	Sam Houston	vs Hawaii	REG	W	31-13	W	-3.5	U	48.5	
21-Sep-24	Sam Houston	vs New Mexico State	REG	W	31-11	W	-15	U	44.5	
28-Sep-24	Sam Houston	vs Texas State	REG	W	40-39	W	10.5	O	55.5	
3-Oct-24	Sam Houston	@ Texas El Paso	REG	W	41-21	W	-10	O	49.5	
16-Oct-24	Sam Houston	vs Western Kentucky	REG	L	31-14	L	-1.5	U	55	
