Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Lo,Last,Season
44,South Carolina (7-6),4.5,0-2,2-Feb,0-2,35,53,44,2009
45,Rutgers (9-4),4.4,0-0,0-2,Jan-00,32,67,49,2009
46,Kansas (5-7),4.1,0-3,0-1,0-0,12,46,45,2009
47,Kentucky (7-6),4,0-2,0-2,Feb-00,41,67,47,2009
48,Michigan St (6-7),3.9,0-0,0-3,0-3,31,49,48,2009
49,Navy (10-4),3.4,0-1,0-1,Feb-00,35,60,57,2009
50,S Florida (8-5),3.2,0-0,0-3,1-Jan,23,57,55,2009
51,UCLA (7-6),2.8,0-1,2-Jan,0-3,45,61,50,2009
52,Nevada (8-5),2.4,0-1,0-0,0-1,38,94,38,2009
53,E Carolina (9-5),2.4,0-1,0-1,1-Jan,51,81,54,2009
54,Arizona St (4-8),2.2,0-1,0-2,0-4,22,54,52,2009
55,Mississippi St (5-7),2.1,0-2,3-Jan,0-2,53,104,53,2009
56,Texas A&M (6-7),1.6,0-2,1-Jan,0-2,39,78,51,2009
57,Washington (5-7),1.2,0-1,2-Jan,2-Feb,56,91,56,2009
58,Wake Forest (5-7),1.1,0-0,3-Jan,0-1,43,63,59,2009
59,Southern Miss (7-6),0.7,0-0,0-0,0-1,28,63,58,2009
60,Purdue (5-7),-0.1,1-Jan,0-0,0-2,38,66,61,2009
61,Michigan (5-7),-0.8,0-1,0-2,1-Jan,33,64,63,2009
62,Middle Tenn (10-3),-1.1,0-0,0-1,0-0,62,91,69,2009
63,Minnesota (6-7),-1.1,0-1,0-2,2-Jan,52,66,65,2009
64,Fresno St (8-5),-1.2,0-1,0-1,0-1,38,73,60,2009
65,Kansas St (6-6),-1.4,0-2,0-1,0-0,62,92,64,2009
66,Troy (9-4),-1.5,0-1,0-1,0-1,63,79,68,2009
67,Baylor (4-8),-2,0-3,0-1,0-2,49,70,66,2009
68,UCF (8-5),-2,0-1,0-1,Jan-00,61,102,62,2009
69,Northwestern (8-5),-2.5,0-0,1-Jan,1-Jan,55,82,72,2009
70,Tulsa (5-7),-2.7,0-2,0-0,0-1,19,71,70,2009
71,NC State (5-7),-3,0-1,1-Jan,1-Jan,45,76,74,2009
72,Iowa St (7-6),-3.1,Jan-00,0-1,0-1,60,101,71,2009
73,N Illinois (7-6),-3.2,0-0,0-0,0-2,60,82,67,2009
74,Temple (9-4),-3.3,0-0,0-1,0-0,66,113,73,2009
75,Virginia (3-9),-3.4,0-2,0-3,Jan-00,58,103,77,2009
76,Louisiana Tech (4-8),-3.4,0-1,0-1,0-1,75,95,75,2009
77,Vanderbilt (2-10),-3.7,0-1,0-4,0-1,36,78,78,2009
78,Colorado (3-9),-3.7,0-2,0-0,0-1,67,87,76,2009
79,Illinois (3-9),-4.5,0-1,0-2,0-0,57,90,81,2009
80,Ohio (9-5),-4.9,0-0,0-1,0-2,73,98,79,2009
81,Bowling Green (7-6),-5.1,0-1,0-0,0-1,63,85,80,2009
82,Duke (5-7),-5.7,0-1,0-2,0-1,70,110,82,2009
83,SMU (8-5),-6.1,0-1,0-0,0-1,83,111,90,2009
84,Louisville (4-8),-6.2,0-0,0-2,0-2,64,84,83,2009
85,Buffalo (5-7),-7.2,0-0,0-1,0-1,66,99,84,2009
86,Indiana (4-8),-7.5,0-1,0-2,0-1,77,112,85,2009
87,Marshall (7-6),-7.6,0-1,0-0,0-0,82,112,87,2009
88,Syracuse (4-8),-7.8,0-0,0-3,0-1,76,101,86,2009
89,Maryland (2-10),-8,0-1,Jan-00,0-2,74,107,88,2009
90,UAB (5-7),-8.8,0-0,0-1,0-0,68,104,89,2009
91,Arkansas St (4-8),-9.3,0-1,0-1,0-0,60,94,93,2009
92,UTEP (4-8),-9.4,0-1,0-0,Jan-00,79,98,91,2009
93,UL Monroe (6-6),-9.5,0-1,0-0,0-0,70,103,92,2009
94,Utah St (4-8),-10.1,0-1,0-1,0-1,84,110,94,2009
95,Colorado St (3-9),-10.4,0-1,0-1,0-2,68,96,95,2009
96,Wyoming (7-6),-10.7,0-2,0-1,0-2,96,113,99,2009
97,W Michigan (5-7),-11,0-0,0-0,0-1,81,101,96,2009
98,UNLV (5-7),-11,0-1,0-1,0-3,74,108,97,2009
99,Idaho (8-5),-12.3,0-1,0-0,0-0,95,120,100,2009
100,Kent St (5-7),-12.3,0-0,0-0,0-0,90,114,98,2009
101,San Diego St (4-8),-12.4,0-1,0-1,0-2,93,110,102,2009
102,Toledo (5-7),-13,0-1,0-0,0-1,75,105,101,2009
103,Florida Atlantic (5-7),-13.1,0-1,0-0,0-0,101,114,104,2009
104,Hawai'i (6-7),-13.2,0-1,0-0,0-1,80,110,103,2009
105,Florida Intl (3-9),-13.9,0-2,0-0,0-0,88,107,106,2009
106,Memphis (2-10),-14.4,0-0,0-2,0-1,86,113,105,2009
107,Ball St (2-10),-14.7,0-0,0-0,0-2,62,111,107,2009
108,Louisiana (6-6),-14.7,0-1,0-1,0-0,83,111,109,2009
109,Akron (3-9),-14.8,0-0,0-1,0-1,67,109,108,2009
110,Army (5-7),-15.1,0-0,0-0,0-1,89,112,110,2009
111,New Mexico (1-11),-17.5,0-1,0-2,0-2,76,116,111,2009
112,N Texas (2-10),-18.3,0-1,0-0,0-0,112,119,112,2009
113,Miami OH (1-11),-19.6,0-1,0-1,0-0,111,118,113,2009
114,Washington St (1-11),-20.9,0-1,0-2,0-4,111,116,114,2009
115,San Jose St (2-10),-21.5,0-1,0-2,0-1,97,115,115,2009
116,Rice (2-10),-22.2,0-0,0-1,0-2,69,117,116,2009
117,W Kentucky (0-12),-23.4,0-0,0-1,0-0,117,120,117,2009
118,Tulane (3-9),-24,0-0,0-2,0-1,115,119,119,2009
119,E Michigan (0-12),-24.1,0-0,0-1,0-1,102,119,118,2009
120,New Mexico St (3-10),-25.8,0-2,0-0,0-0,118,120,120,2009
1,Oregon (12-1),26.8,1-Jan,Jan-00,Apr-00,1,7,1,2010
2,Boise St (12-1),26.3,0-0,1-Feb,Feb-00,1,6,2,2010
3,TCU (13-0),23.3,Jan-00,Jan-00,Feb-00,2,5,3,2010
4,Stanford (12-1),22.5,0-1,Feb-00,May-00,4,45,4,2010
5,Alabama (10-3),22.1,1-Jan,2-Jan,Jan-00,2,10,6,2010
6,Ohio St (12-1),20.5,1-Jan,Jan-00,Feb-00,2,6,5,2010
7,Auburn (14-0),19.5,Mar-00,Apr-00,Feb-00,7,26,7,2010
8,Oklahoma (12-2),18.2,0-0,2-Mar,Jan-00,5,14,8,2010
9,Wisconsin (11-2),15.7,1-Jan,Jan-00,Jan-00,9,40,9,2010
10,Arkansas (10-3),15.6,0-3,Apr-00,Jan-00,9,24,11,2010
11,Oklahoma St (11-2),15.2,0-1,1-Jan,Jan-00,11,52,13,2010
12,Virginia Tech (11-3),14.4,0-2,Jan-00,Feb-00,8,41,10,2010
13,LSU (11-2),13.5,2-Jan,Mar-00,Jan-00,8,23,17,2010
14,Florida St (10-4),12.9,0-1,1-Feb,1-Mar,10,48,16,2010
15,Missouri (10-3),12.6,Jan-00,2-Jan,Jan-00,9,35,14,2010
16,Nebraska (10-4),12.5,0-1,1-Feb,0-0,5,16,12,2010
17,South Carolina (9-5),12.3,3-Jan,1-Feb,Jan-00,10,28,15,2010
18,Florida (8-5),12.1,0-1,3-Jan,0-1,2,18,18,2010
19,Nevada (13-1),10.7,Jan-00,0-0,1-Jan,14,54,19,2010
20,Georgia (6-7),10.6,0-2,0-2,0-1,9,29,20,2010
21,Utah (10-3),9.9,0-2,0-0,1-Feb,6,38,23,2010
22,Texas A&M (9-4),9.8,1-Jan,3-Jan,0-0,20,44,21,2010
23,USC (8-5),9.6,0-2,0-0,2-Apr,14,29,24,2010
24,Iowa (8-5),9.5,0-2,Jan-00,0-1,11,47,25,2010
25,West Virginia (9-4),9.2,0-0,0-1,1-Feb,13,37,22,2010
26,Mississippi St (9-4),9.1,0-3,1-Feb,0-0,25,51,33,2010
27,NC State (9-4),8.6,0-0,1-Feb,0-2,26,80,29,2010
28,Arizona (7-6),8.3,0-2,2-Jan,2-Jan,12,39,26,2010
29,Miami (7-6),7.9,0-1,0-2,1-Mar,9,30,27,2010
30,Oregon St (5-7),7.7,0-4,Jan-00,Mar-00,18,34,28,2010
31,Arizona St (6-6),7.5,0-3,0-1,2-Jan,30,66,30,2010
32,Notre Dame (8-5),7.4,0-1,Feb-00,Feb-00,30,58,36,2010
33,Pittsburgh (8-5),7.2,0-0,0-2,0-2,27,56,34,2010
34,Clemson (6-7),6.4,0-1,0-2,1-Feb,19,36,32,2010
35,California (5-7),6.2,0-2,0-2,2-Jan,12,44,37,2010
36,N Illinois (11-3),5.8,0-0,0-0,0-1,34,97,39,2010
37,Air Force (9-4),5.3,0-2,0-1,0-0,17,42,38,2010
38,Maryland (9-4),5,0-0,0-2,2-Jan,38,81,41,2010
39,Illinois (7-6),4.9,0-1,0-1,Jan-00,37,75,40,2010
40,Hawai'i (10-4),4.7,0-1,1-Jan,0-0,31,88,31,2010
41,Michigan St (11-2),4.7,1-Jan,0-1,Feb-00,27,48,35,2010
42,UCF (11-3),4.3,0-0,Jan-00,0-1,39,71,43,2010
43,North Carolina (8-5),3.8,0-0,2-Jan,2-Jan,23,43,42,2010
44,Tennessee (6-7),3.4,0-2,0-4,0-0,21,61,44,2010
45,BYU (7-6),3,0-1,0-3,0-1,20,75,52,2010
46,San Diego St (9-4),2.8,0-1,0-2,Jan-00,46,101,54,2010
47,Texas (5-7),2.7,0-1,2-Jan,0-0,3,49,45,2010
48,Louisville (7-6),2.6,0-0,0-1,0-2,44,77,46,2010
49,Texas Tech (8-5),2.3,0-1,2-Jan,0-0,11,55,47,2010
50,Tulsa (10-3),2.1,0-0,0-1,Feb-00,50,81,60,2010
51,Kentucky (6-7),1.9,0-1,2-Jan,0-2,23,51,50,2010
52,Kansas St (7-6),1.7,0-0,0-3,0-0,41,74,51,2010
53,UConn (8-5),1.6,0-1,Jan-00,Jan-00,32,61,49,2010
54,Penn St (7-6),1.5,0-2,0-2,0-1,24,56,53,2010
55,Navy (9-4),1.4,0-0,0-0,2-Jan,44,71,48,2010
56,S Florida (8-5),1.4,0-0,0-2,1-Feb,43,58,56,2010
57,Georgia Tech (6-7),1,0-0,0-2,0-4,14,57,55,2010
58,Washington (7-6),0.7,0-2,1-Feb,2-Feb,39,70,61,2010
59,Cincinnati (4-8),0.1,0-1,0-1,0-2,16,60,59,2010
60,Boston College (7-6),-0.5,0-0,0-3,3-Jan,33,82,62,2010
61,Baylor (7-6),-0.9,0-2,0-2,0-1,39,78,57,2010
62,Southern Miss (8-5),-1.1,0-0,0-1,0-0,59,75,63,2010
63,Houston (5-7),-1.2,0-0,0-0,0-1,23,64,64,2010
64,Michigan (7-6),-1.5,0-2,0-1,1-Feb,28,64,58,2010
65,Syracuse (8-5),-2.3,0-0,Jan-00,0-1,54,77,66,2010
66,UCLA (4-8),-2.5,0-2,0-1,3-Jan,40,86,65,2010
67,Mississippi (4-8),-2.9,0-3,0-1,0-1,40,84,67,2010
68,Colorado (5-7),-4,0-1,2-Jan,1-Jan,56,88,68,2010
69,W Michigan (6-6),-4.5,0-0,0-0,0-2,69,106,70,2010
70,Fresno St (8-5),-4.7,0-1,0-1,2-Jan,33,75,69,2010
71,Temple (8-4),-4.7,0-0,0-0,0-1,63,95,72,2010
72,SMU (7-7),-5.1,0-1,0-0,0-0,59,87,71,2010
73,Troy (8-5),-5.4,0-0,0-2,0-0,57,88,76,2010
74,Iowa St (5-7),-5.7,0-1,0-4,Jan-00,60,85,73,2010
75,Northwestern (7-6),-5.9,0-1,Jan-00,0-1,49,75,74,2010
76,Virginia (4-8),-6,0-0,0-3,1-Jan,54,77,75,2010
77,Rutgers (4-8),-7.2,0-0,0-1,0-1,47,78,78,2010
78,Army (7-6),-7.5,0-0,0-0,0-3,77,106,82,2010
79,Minnesota (3-9),-7.7,0-2,1-Jan,1-Jan,59,93,80,2010
80,Florida Intl (7-6),-7.9,0-0,0-1,0-2,79,114,86,2010
81,Louisiana Tech (5-7),-7.9,0-1,0-2,0-1,77,105,79,2010
82,C Michigan (3-9),-8.1,0-0,0-1,0-1,40,88,83,2010
83,E Carolina (6-7),-8.4,0-0,0-1,1-Jan,60,83,77,2010
84,Toledo (8-5),-8.4,0-1,0-0,0-2,82,117,84,2010
85,Idaho (6-7),-8.7,0-1,0-2,0-1,58,105,85,2010
86,Arkansas St (4-8),-9,0-1,0-0,0-0,79,103,87,2010
87,Wake Forest (3-9),-9.1,0-1,0-2,0-3,46,94,88,2010
88,Duke (3-9),-9.3,0-1,0-1,0-2,78,105,89,2010
89,Ohio (8-5),-9.3,0-1,0-0,0-0,75,97,81,2010
90,Purdue (4-8),-10.1,0-2,0-0,0-2,68,94,90,2010
91,Indiana (5-7),-10.6,0-2,0-1,0-1,73,92,91,2010
92,Washington St (2-10),-10.8,0-2,0-2,3-Jan,91,119,92,2010
93,Miami OH (10-4),-10.8,0-0,0-2,Jan-00,89,108,94,2010
94,Vanderbilt (2-10),-11.2,0-1,0-4,0-0,61,94,93,2010
95,UAB (4-8),-11.9,0-0,0-0,0-1,85,100,95,2010
96,Wyoming (3-9),-12.1,0-2,0-1,0-1,89,106,96,2010
97,Kent St (5-7),-12.7,0-0,0-0,0-0,89,103,98,2010
98,UTEP (6-7),-13,0-1,0-0,0-0,93,106,97,2010
99,Marshall (5-7),-13.1,0-1,0-1,0-0,86,102,99,2010
100,Utah St (4-8),-13.6,0-2,0-1,0-1,75,101,101,2010
101,Middle Tenn (6-7),-13.8,0-0,0-0,0-0,65,105,100,2010
102,Kansas (3-9),-14.9,0-0,0-4,0-0,41,109,102,2010
103,N Texas (3-9),-15.8,0-0,0-0,0-1,103,113,103,2010
104,Rice (4-8),-16,0-0,0-0,0-0,99,116,104,2010
105,UL Monroe (5-7),-17.3,0-2,0-1,0-0,102,114,105,2010
106,W Kentucky (2-10),-17.8,0-0,0-1,0-0,103,117,107,2010
107,UNLV (2-11),-17.8,0-2,0-3,0-2,91,114,106,2010
108,Bowling Green (2-10),-18,0-0,0-0,0-0,82,109,108,2010
109,Colorado St (3-9),-18.4,0-1,0-2,0-1,100,115,109,2010
110,Florida Atlantic (4-8),-18.6,0-0,0-0,0-0,86,110,110,2010
111,Ball St (4-8),-18.9,0-0,0-1,0-1,84,114,111,2010
112,San Jose St (1-12),-19.4,0-3,0-2,0-1,109,115,112,2010
113,Louisiana (3-9),-19.8,0-0,0-2,0-0,102,115,113,2010
114,Tulane (4-8),-20.1,0-0,0-0,0-0,108,120,114,2010
115,Buffalo (2-10),-22.1,0-0,0-0,0-1,84,115,115,2010
116,Akron (1-11),-26.1,0-0,0-0,0-1,107,120,116,2010
117,Memphis (1-11),-26.3,0-0,0-0,0-1,108,120,117,2010
118,New Mexico (1-11),-27,0-2,0-1,0-1,111,120,119,2010
119,New Mexico St (2-10),-27.3,0-1,0-1,0-1,115,120,118,2010
120,E Michigan (2-10),-29,0-1,0-0,0-1,112,120,120,2010
1,LSU (13-1),27.1,1-Feb,Mar-00,Feb-00,1,9,1,2011
2,Alabama (12-1),27.1,1-Jan,Jan-00,Apr-00,2,6,2,2011
3,Oklahoma St (12-1),25.4,Feb-00,Apr-00,Feb-00,3,14,4,2011
4,Oregon (12-2),25.2,2-Feb,Jan-00,Jan-00,1,5,3,2011
5,Stanford (11-2),23.8,2-Jan,Jan-00,Jan-00,1,5,5,2011
6,Oklahoma (10-3),21.5,0-1,1-Apr,Feb-00,1,6,6,2011
7,Boise St (12-1),21.5,0-0,1-Feb,Jan-00,1,8,8,2011
8,Wisconsin (11-3),21,0-1,1-Jan,1-Feb,7,32,7,2011
9,USC (10-2),15.9,1-Jan,1-Jan,Feb-00,9,40,9,2011
10,Houston (13-1),15.9,0-0,0-0,1-Feb,9,61,10,2011
11,Arkansas (11-2),14.5,0-2,Feb-00,Mar-00,11,25,13,2011
12,Michigan (11-2),14.3,0-0,1-Jan,Mar-00,9,38,11,2011
13,Texas A&M (7-6),14.1,0-2,3-Jan,0-1,8,20,12,2011
14,Florida St (9-4),13,0-1,Jan-00,1-Feb,8,19,14,2011
15,TCU (11-2),12.8,Jan-00,0-1,Jan-00,6,24,15,2011
16,South Carolina (11-2),12.4,0-0,1-Jan,May-00,10,22,18,2011
17,Georgia (10-4),12.4,0-2,0-2,Mar-00,9,24,17,2011
18,Notre Dame (8-5),12.1,0-2,2-Jan,0-0,10,35,16,2011
19,Missouri (8-5),11.5,0-2,2-Feb,0-1,13,30,20,2011
20,Michigan St (11-3),11.3,1-Jan,1-Feb,1-Jan,18,55,19,2011
21,Texas (8-5),10.4,0-2,2-Jan,1-Feb,14,28,21,2011
22,West Virginia (10-3),9.3,0-1,Jan-00,Jan-00,15,37,29,2011
23,Baylor (10-3),8.5,1-Jan,1-Mar,0-1,22,65,24,2011
24,Arizona St (6-7),8.2,2-Jan,Jan-00,1-Jan,9,26,22,2011
25,Cincinnati (10-3),8.1,0-0,0-1,Jan-00,14,37,27,2011
26,Florida (7-6),7.8,0-2,0-3,Feb-00,6,28,28,2011
27,Virginia Tech (11-3),7.7,0-0,0-1,2-Jan,16,36,26,2011
28,California (7-6),7.4,0-3,1-Jan,Jan-00,20,51,23,2011
29,Southern Miss (12-2),7.3,Jan-00,0-0,0-0,28,77,30,2011
30,Nebraska (9-4),7.1,0-1,2-Jan,Feb-00,16,36,25,2011
31,Kansas St (10-3),6.4,0-2,1-Apr,Jan-00,28,87,32,2011
32,Utah (8-5),6.2,0-1,0-1,1-Jan,13,46,33,2011
33,Mississippi St (7-6),6,0-2,0-3,0-0,9,39,35,2011
34,Ohio St (6-7),5.5,Jan-00,0-2,0-4,11,39,34,2011
35,Tulsa (8-5),5.4,0-4,0-0,0-1,31,61,37,2011
36,Miami (6-6),5.1,0-0,0-1,2-Jan,28,42,36,2011
37,Vanderbilt (6-7),4.8,0-1,0-4,0-1,37,73,39,2011
38,Penn St (9-4),4.8,0-3,0-0,1-Jan,28,40,38,2011
39,Clemson (10-4),4.7,0-0,2-Jan,Feb-00,18,42,31,2011
40,BYU (10-3),4.1,0-0,0-2,1-Jan,34,64,42,2011
41,S Florida (5-7),4,0-0,2-Jan,0-1,18,44,41,2011
42,Temple (9-4),3.8,0-0,0-0,0-1,29,74,44,2011
43,Georgia Tech (8-5),3.6,0-0,0-1,3-Jan,15,45,40,2011
44,Toledo (9-4),3.6,0-1,0-0,0-1,41,85,43,2011
45,Rutgers (9-4),3.2,0-0,1-Jan,0-0,40,78,46,2011
46,Iowa (7-6),2.4,0-1,1-Jan,0-2,46,66,47,2011
47,Nevada (7-6),2.2,0-2,0-0,0-1,31,68,49,2011
48,Arizona (4-8),2.2,0-4,Jan-00,0-1,17,54,48,2011
49,Louisiana Tech (8-5),2,0-1,0-1,0-2,49,89,50,2011
50,Illinois (7-6),1.6,0-1,1-Jan,0-2,18,52,51,2011
51,Auburn (8-5),1.5,0-2,2-Jan,1-Feb,14,55,54,2011
52,Pittsburgh (6-7),1.5,0-0,0-3,0-1,31,55,45,2011
53,North Carolina (7-6),0.9,0-0,0-1,0-3,46,63,52,2011
54,Washington (7-6),0.7,0-3,0-1,1-Feb,47,90,53,2011
55,Tennessee (5-7),0.6,0-2,3-Jan,1-Jan,26,55,55,2011
56,UCF (5-7),0.4,0-0,0-0,0-3,15,60,57,2011
57,N Illinois (11-3),0.1,0-1,0-0,0-0,41,79,65,2011
58,UCLA (6-8),-0.2,0-4,1-Jan,1-Jan,40,68,56,2011
59,Air Force (7-6),-0.3,0-1,0-2,0-0,34,69,61,2011
60,NC State (8-5),-0.4,0-0,0-2,Jan-00,42,76,62,2011
61,Louisville (7-6),-0.6,0-0,1-Jan,0-0,58,90,59,2011
62,Northwestern (6-7),-0.7,0-0,0-3,1-Jan,49,77,63,2011
63,SMU (8-5),-0.8,0-1,1-Jan,0-2,39,85,72,2011
64,Oregon St (3-9),-0.8,0-3,0-1,0-3,25,78,60,2011
65,Arkansas St (10-3),-1.1,0-0,0-0,0-1,57,88,58,2011
66,W Michigan (7-6),-1.4,0-0,0-1,0-0,50,83,66,2011
67,San Diego St (8-5),-1.6,0-1,0-2,0-0,44,67,64,2011
68,Navy (5-7),-2.3,0-0,0-2,0-1,45,73,70,2011
69,Wake Forest (6-7),-2.4,0-0,1-Jan,0-4,53,70,69,2011
70,UConn (5-7),-2.5,0-0,0-2,0-1,55,79,71,2011
71,Iowa St (6-7),-2.6,1-Jan,0-4,0-1,67,103,67,2011
72,Washington St (4-8),-2.7,0-2,Jan-00,0-2,43,90,68,2011
73,Texas Tech (5-7),-2.9,1-Jan,0-4,0-1,32,73,73,2011
74,Purdue (7-6),-3.1,0-1,0-2,1-Jan,57,84,74,2011
75,Ohio (10-4),-3.9,0-0,0-0,0-0,54,89,78,2011
76,Utah St (7-6),-4.3,0-0,0-0,0-1,65,103,77,2011
77,Boston College (4-8),-4.3,0-0,0-2,2-Jan,49,87,76,2011
78,Virginia (8-5),-4.5,0-0,Jan-00,2-Jan,65,82,75,2011
79,Syracuse (5-7),-4.8,0-1,1-Jan,0-0,63,82,79,2011
80,Florida Intl (8-5),-6.3,0-0,0-0,0-0,51,87,80,2011
81,Kentucky (5-7),-7.5,0-1,0-2,0-3,55,94,81,2011
82,Hawai'i (6-7),-7.6,0-0,0-0,0-1,58,89,82,2011
83,Miami OH (4-8),-8.1,0-0,0-2,0-0,83,105,83,2011
84,Louisiana (10-4),-8.3,0-1,0-0,0-0,83,116,86,2011
85,Maryland (2-10),-8.4,0-0,0-3,1-Jan,39,85,84,2011
86,Marshall (7-6),-8.9,0-1,0-1,2-Jan,84,102,95,2011
87,Duke (3-9),-9,0-1,0-1,0-2,80,100,85,2011
88,UL Monroe (4-9),-9,0-0,0-2,0-0,86,102,87,2011
89,Army (3-9),-9,0-0,0-0,0-1,84,103,89,2011
90,E Carolina (5-7),-9.2,0-1,0-1,0-2,73,99,91,2011
91,Fresno St (4-9),-9.5,0-1,0-0,0-2,68,92,92,2011
92,Colorado (3-10),-9.5,0-3,0-1,2-Jan,71,95,88,2011
93,Mississippi (2-10),-9.6,0-2,0-2,0-3,51,94,93,2011
94,San Jose St (5-7),-9.8,0-1,0-0,0-1,91,116,94,2011
95,Wyoming (8-5),-9.9,0-1,0-1,0-1,89,108,90,2011
96,UTEP (5-7),-10.6,0-1,0-0,0-2,85,110,98,2011
97,Bowling Green (5-7),-10.6,0-0,0-1,0-0,80,109,97,2011
98,W Kentucky (7-5),-11.1,0-1,0-0,0-0,96,117,96,2011
99,Rice (4-8),-11.2,0-1,0-2,0-2,91,100,100,2011
100,Minnesota (3-9),-11.2,0-2,0-2,0-1,73,113,99,2011
101,Ball St (6-6),-12.3,0-1,0-0,0-0,90,103,102,2011
102,N Texas (5-7),-12.4,0-2,0-0,0-1,101,117,101,2011
103,Kent St (5-7),-13.5,0-1,0-0,0-1,102,114,103,2011
104,Kansas (2-10),-14.2,0-2,0-4,0-1,81,106,104,2011
105,E Michigan (6-6),-15.1,0-0,0-1,0-1,104,120,105,2011
106,C Michigan (3-9),-15.9,0-0,0-1,0-0,83,111,108,2011
107,Indiana (1-11),-16,0-1,0-1,0-2,93,109,107,2011
108,Troy (3-9),-16.1,0-0,0-1,0-1,71,108,106,2011
109,Buffalo (3-9),-16.2,0-0,0-0,0-0,101,113,109,2011
110,Colorado St (3-9),-16.8,0-1,0-1,0-0,97,113,110,2011
111,Idaho (2-10),-17.6,0-0,0-1,0-1,102,111,111,2011
112,New Mexico St (4-9),-18.8,0-0,0-1,0-1,108,119,112,2011
113,UAB (3-9),-19.5,0-1,0-0,3-Jan,95,115,113,2011
114,Middle Tenn (2-10),-21.7,0-0,0-0,0-0,92,114,114,2011
115,UNLV (2-10),-23.5,0-2,0-1,0-0,110,118,115,2011
116,Tulane (2-11),-23.8,0-1,0-0,0-1,105,118,116,2011
117,Florida Atlantic (1-11),-26.3,0-0,0-1,0-1,109,117,117,2011
118,Memphis (2-10),-26.9,0-0,0-0,0-2,117,120,118,2011
119,Akron (1-11),-30.1,0-0,0-1,0-1,115,120,119,2011
120,New Mexico (1-11),-30.7,0-1,0-2,0-0,109,120,120,2011
1,Alabama (13-1),28.8,1-Feb,Feb-00,Feb-00,1,2,1,2012
2,Oregon (12-1),26,Jan-00,1-Mar,0-0,2,11,2,2012
3,Texas A&M (11-2),23,1-Feb,0-1,Feb-00,2,25,3,2012
4,Kansas St (11-2),18.8,1-Feb,1-Feb,Jan-00,4,24,5,2012
5,Oklahoma (10-3),18.6,3-Jan,Mar-00,Jan-00,1,8,4,2012
6,Oklahoma St (8-5),18.5,0-2,2-Jan,Jan-00,2,15,7,2012
7,Florida St (12-2),17.6,0-1,Jan-00,Feb-00,3,17,8,2012
8,Georgia (12-2),17.4,1-Jan,1-Jan,Mar-00,6,20,10,2012
9,Notre Dame (12-1),16.6,1-Jan,Apr-00,Jan-00,5,15,6,2012
10,Florida (11-2),15.5,1-Feb,Feb-00,Jan-00,4,15,9,2012
11,LSU (10-3),14.3,2-Jan,1-Jan,Feb-00,2,14,11,2012
12,Stanford (12-2),13.9,1-Jan,Mar-00,Feb-00,6,26,12,2012
13,South Carolina (11-2),13.5,1-Jan,1-Feb,Jan-00,5,25,13,2012
14,Oregon St (9-4),12.5,0-1,2-Mar,Jan-00,14,63,15,2012
15,Clemson (11-2),12.1,0-1,1-Jan,Jan-00,12,46,17,2012
16,Texas (9-4),12,2-Jan,1-Feb,Feb-00,3,16,16,2012
17,USC (7-6),11.4,0-2,1-Jan,0-2,4,17,14,2012
18,Michigan (8-5),11.2,0-2,0-3,Feb-00,11,39,18,2012
19,Ohio St (12-0),11.1,0-0,Mar-00,Mar-00,8,23,19,2012
20,Baylor (8-5),10.8,1-Feb,0-2,Feb-00,17,47,22,2012
21,Wisconsin (8-6),10.6,0-0,4-Jan,2-Jan,14,54,20,2012
22,TCU (7-6),10.1,0-3,Feb-00,0-2,5,23,21,2012
23,Arizona St (8-5),9.9,0-1,0-2,0-1,17,70,24,2012
24,BYU (8-5),9.2,0-1,0-1,1-Feb,21,37,25,2012
25,Nebraska (10-4),8.8,0-1,2-Feb,1-Mar,9,25,23,2012
26,Vanderbilt (9-4),8.3,0-2,0-1,1-Jan,26,52,27,2012
27,Utah St (11-2),8,0-0,0-2,0-0,26,73,31,2012
28,UCLA (9-5),7.4,0-0,4-Mar,0-0,22,59,26,2012
29,Boise St (11-2),6.7,0-0,Jan-00,0-1,18,33,30,2012
30,Texas Tech (8-5),6.6,0-3,2-Jan,0-0,9,47,28,2012
31,Penn St (8-4),6.2,0-0,2-Jan,Jan-00,31,70,34,2012
32,Cincinnati (10-3),6,0-0,0-0,0-0,28,41,35,2012
33,UCF (10-4),6,0-0,0-1,0-0,30,53,40,2012
34,N Illinois (12-2),5.8,0-1,0-0,0-0,30,70,33,2012
35,North Carolina (8-4),5.5,0-0,0-0,0-1,17,47,38,2012
36,Mississippi (7-6),5.4,0-3,0-2,1-Jan,36,73,43,2012
37,Michigan St (7-6),5.3,0-1,3-Feb,1-Jan,21,40,39,2012
38,Northwestern (10-3),5.3,0-0,0-2,1-Mar,37,78,41,2012
39,Georgia Tech (7-7),4.9,0-2,2-Jan,Jan-00,20,57,45,2012
40,Mississippi St (8-5),4.7,0-2,0-1,0-2,24,50,37,2012
41,Fresno St (9-4),4.7,0-1,0-0,0-1,29,82,29,2012
42,West Virginia (7-6),4.6,0-3,1-Feb,0-1,15,51,32,2012
43,Tulsa (11-3),4.5,0-0,0-0,Feb-00,32,52,46,2012
44,Missouri (5-7),4.3,0-4,1-Jan,1-Jan,14,45,44,2012
45,Iowa St (6-7),4.3,0-3,1-Feb,0-1,26,74,36,2012
